MapID.x,Area Name,Male population,Female population,White alone persons,Black or African-American alone persons,Native American alone persons,Asian alone persons,Pacific Islander alone persons,Other race alone persons,Not Hispanic or Latino persons,Hispanic or Latino persons,Asian Indian persons,Bangladeshi persons,Bhutanese persons,Burmese persons,Cambodian persons,"Chinese persons, except Taiwanese",Filipino persons,Hmong persons,Indonesian persons,Japanese persons,Korean persons,Laotian persons,Malaysian persons,Mongolian persons,Nepalese persons,Okinawan persons,Pakistani persons,Sri Lankan persons,Taiwanese persons,Thai persons,Vietnamese persons,"Other Asian persons, specified","Other Asian persons, not specified",Persons of two or more Asian origins,Mexican persons,Puerto Rican persons,Cuban persons,Dominican (Dominican Republic) persons,Costa Rican persons,Guatemalan persons,Honduran persons,Nicaraguan persons,Panamanian persons,Salvadoran persons,Other Central American persons,Argentinean persons,Bolivian persons,Chilean persons,Colombian persons,Ecuadorian persons,Paraguayan persons,Peruvian persons,Uruguayan persons,Venezuelan persons,Other South American persons,Spaniard persons,Spanish persons,Spanish American persons,All other Hispanic or Latino persons,Persons of two or more race,Persons under 5 years,Persons 5-9 years,Persons 10-14 years,Persons 15-17 years,Persons 18 and 19 years,Persons 20 years,Persons 21 years,Persons 22-24 years,Persons 25-29 years,Persons 30-34 years,Persons 35-39 years,Persons 40-44 years,Persons 45-49 years,Persons 50-54 years,Persons 55-59 years,Persons 60 and 61 years,Persons 62-64 years,Persons 65 and 66 years,Persons 67-69 years,Persons 70-74 years,Persons 75-79 years,Persons 80-84 years,Persons 85 years and over,MapID.y,Male age at death under 28 days - 2011-13 Avg,Male age at death 1-12 months - 2011-13 Avg,Male age at death 1-4 years - 2011-13 Avg,Male age at death 5-9 years - 2011-13 Avg,Male age at death 10-14 years - 2011-13 Avg,Male age at death 15-19 years - 2011-13 Avg,Male age at death 20-24 years - 2011-13 Avg,Male age at death 25-29 years - 2011-13 Avg,Male age at death 30-34 years - 2011-13 Avg,Male age at death 35-39 years - 2011-13 Avg,Male age at death 40-44 years - 2011-13 Avg,Male age at death 45-49 years - 2011-13 Avg,Male age at death 50-54 years - 2011-13 Avg,Male age at death 55-59 years - 2011-13 Avg,Male age at death 60-64 years - 2011-13 Avg,Male age at death 65-69 years - 2011-13 Avg,Male age at death 70-74 years - 2011-13 Avg,Male age at death 75-79 years - 2011-13 Avg,Male age at death 80-84 years - 2011-13 Avg,Male age at death 85+ years - 2011-13 Avg,Female age at death under 28 days - 2011-13 Avg,Female age at death 1-12 months - 2011-13 Avg,Female age at death 1-4 years - 2011-13 Avg,Female age at death 5-9 years - 2011-13 Avg,Female age at death 10-14 years - 2011-13 Avg,Female age at death 15-19 years - 2011-13 Avg,Female age at death 20-24 years - 2011-13 Avg,Female age at death 25-29 years - 2011-13 Avg,Female age at death 30-34 years - 2011-13 Avg,Female age at death 35-39 years - 2011-13 Avg,Female age at death 40-44 years - 2011-13 Avg,Female age at death 45-49 years - 2011-13 Avg,Female age at death 50-54 years - 2011-13 Avg,Female age at death 55-59 years - 2011-13 Avg,Female age at death 60-64 years - 2011-13 Avg,Female age at death 65-69 years - 2011-13 Avg,Female age at death 70-74 years - 2011-13 Avg,Female age at death 75-79 years - 2011-13 Avg,Female age at death 80-84 years - 2011-13 Avg,Female age at death 85+ years - 2011-13 Avg,MapID,One-family dwellings,Two-family dwellings,Three-family dwellings,4-6 family dwellings,Over 6 family dwellings,Misc. walkups,Elevator apartments,Old-law Tenements,Cooperatives,Condominium buildings,Multi-use residences,Warehouses,Heavy manufacture,Light manufacture,Other industrial,Garages & gas stations,Hotels,Hospitals,Health centers & clinics,Nursing homes,Misc. health facilities,Theatres,1- and 2-story store bldgs,Department stores,Shopping centers,Misc. store buildings,Loft buildings,Religious buildings,Asylums and homes,Office buildings,Places of public assembly,Outdoor rec facilities,Transportation facilities,Utility properties,Vacant land,Schools,Government installations,Miscellaneous,borough,total_pop
10029,"10029 - East Harlem, South",35921,42391,26767,23058,190,6640,111,19506,40621,37691,610,483,0,10,0,2851,708,0,19,556,815,0,0,0,55,0,137,15,180,0,33,0,3,164,6327,19994,551,4685,55,614,369,59,85,456,22,177,0,125,271,1134,37,533,2,248,59,328,168,0,1396,2040,3849,4015,4786,3185,2138,1208,1239,4433,8097,6927,5472,5253,4730,4298,4230,1844,2736,1174,1622,2231,2073,1364,1410,10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10029,22,14,71,63,402,22,132,11,0,3,1,68,4,5,6,1,7,0,67,0,1,57,9,56,12,17,8,19,43,182,1,4,126,30,4,111,39,0,Manhattan,78314
10030,"10030 - Central Harlem, Middle",14397,15116,5204,18549,97,673,74,3116,21781,7732,166,96,0,6,0,129,95,0,0,73,49,1,0,0,0,0,0,13,0,0,4,0,27,15,1166,2559,62,3208,10,112,114,5,19,10,0,2,0,16,34,175,14,23,0,59,0,33,3,0,108,1799,2059,1310,1442,765,862,280,808,1449,3376,2901,2378,2040,2038,2113,1655,592,849,424,393,764,374,208,433,10030,0,0,0,0,0,0,0,0,0,0,3,6,8,13,11,13,10,9,7,10,0,0,0,0,0,0,0,0,2,0,3,5,5,9,8,11,7,10,11,27,10030,87,124,91,92,231,84,66,0,0,0,0,11,1,0,0,1,0,2,9,0,0,4,0,32,4,7,4,14,40,45,0,1,52,9,4,101,15,0,Manhattan,29513
10031,10031 - Hamilton Heights,29868,30568,17295,19765,245,2236,2,10608,29628,30808,627,0,0,0,28,777,276,0,0,160,145,0,1,28,0,0,0,0,47,0,20,0,62,94,3429,2722,811,18651,57,16,614,18,142,287,0,134,33,43,90,2431,0,212,28,124,0,185,131,0,650,10284,2928,2813,2599,2104,1381,990,1170,4041,7007,6350,4305,4300,3965,4208,3058,1180,1596,888,1032,1599,1174,824,922,10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031,108,215,112,148,294,125,206,3,0,0,0,11,5,0,3,4,1,2,21,0,0,5,1,44,6,8,7,12,31,39,0,6,32,18,4,40,101,2,Manhattan,60434
10032,10032 - South Washington Heights,32691,31493,20951,11974,786,2510,66,22243,20453,43731,590,44,0,0,0,1072,414,0,0,93,187,0,0,0,0,0,0,0,11,10,75,0,12,2,5598,3450,603,25805,82,251,222,101,128,299,29,93,42,29,324,3398,42,478,87,122,22,136,349,0,2041,5654,3346,2651,2384,1787,1154,809,951,3937,9061,6356,4758,3782,4096,3682,4180,1701,1947,1032,1347,1662,1441,752,1368,10032,0,0,0,0,0,0,3,3,2,0,4,7,11,11,15,21,16,21,21,28,0,0,0,0,0,0,0,0,0,0,2,3,7,8,9,12,14,19,24,75,10032,33,89,54,34,297,20,183,1,0,0,0,29,1,15,9,0,4,0,21,0,0,8,0,23,5,5,10,7,8,16,0,1,33,10,7,44,50,1,Manhattan,64184
10033,10033 - Washington Heights,29820,29781,23941,6171,595,1585,55,23030,18317,41283,349,0,0,0,0,382,128,0,0,305,272,0,0,0,0,0,0,0,0,0,73,0,13,59,3065,2945,1200,27553,16,202,223,186,90,711,0,20,15,94,921,1823,0,430,8,74,183,333,316,41,837,4223,3531,2821,2475,1646,1533,962,670,3895,6792,5115,4320,4181,4014,3572,3627,1468,1686,1145,1340,1817,1156,888,947,10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033,10,27,12,14,263,20,159,1,0,0,0,34,2,0,2,0,3,0,37,0,0,20,0,29,2,10,2,8,5,16,3,1,28,20,2,3,47,1,Manhattan,59601
10034,10034 - Inwood,20845,22409,17104,3995,206,856,59,18607,11448,31806,280,0,0,0,5,124,177,0,7,47,98,0,0,5,0,0,52,0,0,14,21,0,15,1,2467,2820,454,21224,213,23,266,264,79,362,0,193,20,27,647,1414,2,172,0,38,0,105,385,0,632,2425,2861,2043,2374,1290,1273,548,743,2039,3693,4225,3399,2772,3372,2497,2151,1256,1548,834,937,1242,1008,499,652,10034,0,0,0,0,0,0,0,0,0,0,3,3,4,7,8,7,8,9,7,12,0,0,0,0,0,0,0,0,0,0,2,0,5,4,5,8,10,8,12,34,10034,9,11,9,18,200,0,67,5,1,0,2,48,0,2,0,0,1,0,44,0,0,6,0,11,0,9,3,17,3,1,2,13,20,10,5,4,36,3,Manhattan,43256
10035,"10035 - East Harlem, Middle",17773,18276,7734,15558,282,2011,41,8927,20291,15758,263,213,0,0,0,707,266,0,40,151,101,6,0,0,0,0,23,0,17,0,16,0,138,70,3042,6735,354,3649,7,32,386,19,39,151,42,37,8,60,100,403,3,137,3,10,9,91,32,0,410,1494,2308,2097,2385,1132,881,426,473,1865,3335,3179,2491,2397,2135,2863,2129,818,924,465,891,1050,730,519,556,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035,20,48,206,81,122,76,88,27,3,0,6,87,3,2,3,5,8,0,30,1,1,37,23,52,7,36,2,37,34,90,9,5,154,20,9,148,20,16,Manhattan,36049
10036,10036 - Theatre District/Clinton,13695,10192,15851,1838,113,4168,0,1438,19708,4180,733,0,0,0,0,1639,417,0,0,392,674,0,0,0,0,0,0,66,41,87,51,0,36,32,512,1503,222,547,0,4,35,4,0,94,0,82,0,57,389,187,4,82,43,172,0,103,55,0,86,479,650,335,136,282,150,308,362,1496,3720,3428,2044,1978,1659,1727,1684,825,642,438,537,712,311,278,183,10036,0,0,0,0,0,0,0,0,0,2,0,4,5,5,11,8,9,11,8,14,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,4,4,7,5,21,10036,8,9,9,16,128,8,53,13,0,0,2,63,58,0,0,3,6,37,14,2,0,96,17,16,5,130,5,5,48,80,6,3,27,7,7,107,57,3,Manhattan,23885
10037,"10037 - East Harlem, North",8985,11551,2346,14924,33,577,23,1599,16049,4487,160,10,0,0,0,199,18,0,4,24,8,16,0,0,0,0,78,1,0,0,15,0,42,3,195,1704,62,1520,1,12,502,129,52,0,0,14,0,1,51,100,1,63,13,0,0,35,0,0,32,1033,1379,1219,1105,673,360,135,207,797,2002,2117,1395,1121,1399,1342,1389,505,667,296,375,593,493,350,617,10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037,6,15,24,43,57,15,35,4,0,0,0,10,0,2,1,2,0,0,10,0,0,8,2,18,6,0,7,9,11,17,0,0,24,3,1,28,22,2,Manhattan,20536
10038,10038 - South St. Seaport/Chinatown,10484,11697,10764,2078,57,7677,0,970,18799,3383,684,2,0,0,0,5779,98,0,41,59,375,15,60,0,79,0,149,42,51,5,84,0,61,92,126,1743,69,593,0,45,95,0,17,35,0,16,0,2,234,55,0,15,0,84,8,62,1,0,182,636,801,546,673,405,1198,277,288,1288,3101,2410,1700,1278,1278,1239,1289,602,623,387,464,624,646,463,603,10038,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,6,7,13,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,4,9,12,47,10038,3,2,3,5,28,0,37,1,0,0,0,15,13,1,0,0,0,0,8,2,0,40,18,11,1,46,0,6,48,21,4,6,9,9,4,3,10,11,Manhattan,22183
10039,"10039 - Central Harlem, North",11828,14985,2965,17861,308,314,3,4288,18350,8463,94,0,0,0,0,77,55,0,0,8,60,0,0,0,0,0,13,0,0,0,6,0,0,0,874,1740,34,4715,37,17,118,0,22,0,0,0,0,0,18,673,0,48,0,1,0,25,12,0,127,1073,2098,1685,2047,979,771,199,460,1680,2609,2271,1644,1827,1567,1798,1482,495,656,235,355,597,471,511,373,10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10039,0,0,0,2,140,1,34,0,0,0,0,15,1,0,1,0,0,0,4,0,0,4,0,9,4,4,0,10,7,1,5,2,23,2,2,30,9,0,Manhattan,26810
10040,10040 - North Washington Heights,20981,23837,16734,4795,369,1263,12,19225,14075,30743,176,16,0,0,0,357,220,0,0,187,128,0,0,0,0,0,17,0,0,12,32,0,110,7,1282,2716,810,22494,0,22,41,36,274,72,0,53,25,137,246,546,11,98,2,121,0,452,160,6,1138,2419,2393,2037,2113,1201,914,683,652,2247,4619,4062,3409,2786,2990,3002,2471,915,1699,724,895,1685,937,890,1494,10040,0,0,0,0,0,0,2,2,0,2,0,4,5,6,8,11,14,12,13,32,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,6,9,13,19,81,10040,2,3,4,1,193,2,94,1,0,0,0,8,0,0,1,3,0,0,29,0,0,16,0,9,0,2,1,5,3,6,0,3,10,10,1,0,22,0,Manhattan,44818
10044,10044 - Roosevelt Island,5408,6323,6234,1710,0,3034,0,255,10161,1570,216,8,0,0,71,1807,51,0,0,204,499,0,9,71,29,0,55,0,0,0,42,0,18,25,87,546,125,136,0,7,0,82,96,0,0,25,0,8,69,105,0,159,24,0,0,0,0,0,101,498,669,180,335,289,34,85,54,940,993,1317,1028,741,755,733,673,373,464,283,219,641,345,280,300,10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,Manhattan,11731
10128,10128 - Yorkville,26943,35840,50443,3111,6,5815,8,967,54776,8008,1632,39,0,0,0,1841,576,0,13,554,462,0,15,0,0,0,193,24,170,0,108,88,60,39,678,2671,556,839,0,20,180,12,12,82,0,482,0,477,579,306,126,96,19,68,0,552,127,0,127,2435,3613,2544,2260,1146,892,304,321,2445,7405,6864,4436,4266,4545,4322,3128,1509,2105,1406,1920,2544,1875,1504,1428,10128,0,0,0,0,0,0,0,0,0,2,2,3,4,8,8,10,11,14,20,39,0,0,0,0,0,0,0,0,0,0,0,2,4,5,11,13,14,17,25,77,10128,172,73,20,9,323,41,119,3,0,0,2,16,2,0,0,1,1,0,11,0,0,13,7,26,1,9,8,5,46,59,1,0,7,33,2,104,215,0,Manhattan,62782
10280,10280 - Battery Park City,7530,7369,11048,219,0,2870,0,257,13501,1398,528,61,0,0,0,1357,53,0,0,261,387,0,0,0,0,0,0,0,0,0,20,0,161,42,117,639,45,65,0,21,0,0,0,0,0,145,66,42,94,0,21,16,0,50,0,53,25,0,0,506,1655,1028,641,260,91,57,8,349,1018,1836,2144,1721,899,1054,518,309,313,257,169,262,66,136,108,10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10280,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,1,0,0,1,Manhattan,14899
10301,10301 - New Brighton/Grymes Hill,20357,20780,22520,11411,88,2555,3,2680,31299,9838,631,220,57,0,0,797,231,0,7,32,152,0,8,0,0,0,186,153,0,15,13,0,4,47,2738,3790,212,1000,60,152,477,0,34,161,0,26,0,3,275,168,0,136,0,31,39,99,227,0,211,1880,3018,2484,2799,1625,1250,792,757,1675,2238,2645,2865,2696,2833,2996,2781,928,1498,730,969,1240,1061,560,696,10301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10301,3921,1847,228,166,40,33,28,8,2,1,3,128,2,0,5,9,3,1,54,0,3,39,0,27,6,79,10,46,12,200,4,12,483,38,14,0,15,30,Staten Island,41136
10302,10302 - Port Richmond,9221,8650,10892,3315,68,1234,2,1587,11049,6822,233,48,0,10,0,180,313,0,0,0,86,0,0,0,0,0,280,58,0,0,8,0,7,12,2552,2699,105,358,0,91,61,10,30,56,1,38,34,9,86,337,0,219,0,14,0,25,20,0,79,774,1190,1365,1078,617,497,257,213,735,1940,1347,956,1169,1160,1330,1202,448,470,241,437,379,417,210,213,10302,0,0,0,0,0,0,2,0,0,0,2,5,6,5,6,5,6,4,6,10,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,3,3,6,6,20,10302,2307,1328,38,29,12,11,2,32,4,2,4,79,0,0,2,2,6,0,100,0,10,33,0,24,3,43,5,3,3,136,2,24,236,4,7,1,0,26,Staten Island,17871
10303,10303 - Mariners Harbour/Point Ivory,8828,10230,7250,8039,67,1262,0,2007,11984,7074,497,36,0,0,0,287,198,0,0,0,48,0,1,0,32,0,52,41,0,0,7,0,48,15,1533,3840,20,461,7,90,283,0,58,40,0,27,1,5,83,178,0,182,0,0,0,51,0,0,215,433,1408,1222,1414,1126,616,488,387,890,1622,1274,1010,1324,1412,1209,1154,360,451,255,400,358,250,240,189,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10303,3272,1253,38,31,6,7,3,54,4,1,13,77,0,0,1,2,3,2,35,1,6,26,0,15,0,30,3,22,15,53,10,67,356,9,4,0,0,30,Staten Island,19059
10304,10304 - Stapleton/Fox Hills,19083,21175,20799,10873,200,3725,16,3352,29203,11055,658,2,0,56,0,1843,592,0,6,33,179,7,3,0,18,0,66,184,0,3,45,0,13,17,2561,4293,90,1521,7,202,410,21,172,60,16,6,35,44,170,600,0,41,34,74,136,82,279,0,202,1293,2245,3220,2408,1824,1183,589,904,1712,2768,2762,2472,2623,2413,2703,2323,1112,1513,805,828,1454,830,763,803,10304,2,0,0,0,0,0,0,0,2,3,7,7,9,16,17,17,14,15,22,31,0,0,0,0,0,0,0,0,0,0,4,5,4,10,12,13,14,16,21,75,10304,6068,1568,124,67,21,15,17,40,1,2,1,93,0,1,1,6,3,0,64,0,1,47,0,33,3,75,14,46,12,155,0,28,498,22,7,1,8,13,Staten Island,40257
10305,10305 - Rosebank,19973,22091,32043,2297,388,4594,17,1682,34515,7549,896,36,0,0,0,2472,734,0,0,15,214,3,1,0,13,0,115,12,0,9,60,0,8,5,1640,3363,39,891,53,45,69,0,19,182,0,37,0,12,379,311,3,64,0,40,0,243,1,0,159,1042,2474,2455,2480,1363,813,540,537,1670,3183,2978,2809,2896,2970,3055,2885,1362,1704,934,998,1272,902,970,815,10305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10305,6553,2311,164,56,21,13,6,15,1,7,1,134,3,3,2,3,2,0,147,0,5,62,0,10,1,94,9,45,21,121,4,43,862,17,11,0,4,19,Staten Island,42065
10306,10306 - New Dorp/Richmondtown,25652,28444,48000,1186,22,2993,0,1193,47036,7060,490,0,0,0,22,1397,411,0,0,0,146,0,5,22,0,0,309,16,0,110,69,0,0,17,1545,3243,467,229,13,23,46,14,31,42,0,21,67,193,248,197,0,50,0,0,0,326,92,0,210,702,2751,2935,3148,2126,1243,529,783,1954,3340,2963,3136,3836,3794,4028,4253,1476,2022,1059,1555,2436,1589,1468,1669,10306,0,0,0,0,0,0,2,2,2,2,3,6,8,12,17,21,18,25,36,53,0,0,0,0,0,0,0,0,0,0,2,5,8,10,17,14,18,31,42,107,10306,11778,2914,96,55,13,15,4,4,0,1,0,107,1,0,3,3,1,0,162,0,8,62,0,18,8,122,13,72,18,119,1,27,1118,23,12,0,2,17,Staten Island,54093
10307,10307 - Tottenville,7395,7685,14136,31,29,456,0,193,14036,1044,94,0,0,0,0,102,101,0,0,1,29,0,0,0,0,0,0,0,10,15,89,0,0,15,66,577,37,13,0,0,0,0,0,1,0,14,0,0,48,16,0,0,0,0,96,157,17,0,0,235,826,963,1262,642,310,238,213,690,1082,847,892,1120,1326,1544,807,240,311,306,449,364,253,181,213,10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10307,2227,1380,13,9,2,1,1,8,0,0,1,30,0,0,0,1,0,0,21,0,3,18,0,11,1,10,3,40,3,31,0,30,317,4,6,0,0,12,Staten Island,15079
10308,10308 - Great Kills,14360,15378,27478,74,58,1609,8,241,27163,2575,74,0,0,0,16,990,135,0,0,10,105,0,0,16,0,0,191,42,0,35,13,0,0,0,610,1075,84,69,1,49,0,0,0,0,0,1,0,29,94,23,10,125,0,6,0,253,21,0,125,269,1314,1659,1871,1173,579,359,393,1123,1975,1591,1619,2383,2333,2308,2186,753,1185,579,910,1345,837,627,634,10308,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,6,13,13,14,22,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,10,13,19,35,10308,5822,1842,24,8,3,4,0,2,0,0,0,32,0,0,0,0,1,0,62,0,4,35,0,7,1,26,7,52,13,44,13,16,244,9,5,0,2,6,Staten Island,29736
10309,10309 - Princes Bay/Woodrow,16862,16925,30154,473,74,1781,0,859,30463,3324,239,177,0,0,0,812,116,0,0,12,188,0,0,0,102,0,18,0,0,1,5,0,110,1,558,2036,26,151,0,0,0,0,0,0,0,113,0,9,108,40,0,61,0,0,63,124,35,0,0,446,1963,2459,2075,1539,520,387,573,1087,2126,2056,2156,2869,2196,2697,2699,863,1246,719,825,1223,706,389,414,10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10309,5261,2957,12,0,0,2,0,85,1,3,8,100,2,1,2,0,2,0,56,1,17,30,0,10,5,53,7,265,11,46,4,13,707,10,6,0,0,51,Staten Island,33787
10310,10310 - West New Brighton,11531,12383,14749,5185,4,1266,0,1759,16114,7801,338,1,0,0,0,377,318,0,0,0,28,0,0,0,0,0,74,74,0,0,1,0,0,5,1930,3275,150,724,15,189,173,85,18,181,9,144,0,32,147,354,0,81,4,0,27,23,169,0,71,951,1643,1666,1900,1004,709,314,324,904,1611,1473,1449,1653,1599,1818,1543,610,950,480,495,593,374,467,339,10310,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,6,7,6,5,15,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,5,9,12,9,23,10310,3723,1408,48,71,12,8,2,27,2,1,16,150,0,1,2,3,1,0,70,0,2,47,0,30,2,72,5,17,7,119,7,7,173,11,8,2,1,27,Staten Island,23918
10312,10312 - Eltingville/Annadale,29930,31789,56751,579,63,3107,47,597,55546,6173,350,73,0,0,0,1544,418,0,0,41,368,0,0,0,1,0,144,18,0,4,5,0,6,121,642,3308,193,428,0,22,28,0,41,0,0,109,0,62,292,281,21,80,0,2,1,592,3,0,68,576,3225,3322,4107,2507,1271,781,683,2485,3406,3758,3915,4406,4793,4464,4647,1606,2462,1683,2063,2715,1496,1072,852,10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,13319,3903,24,12,2,2,0,1,0,0,0,54,0,0,1,0,0,0,44,0,11,25,0,20,3,77,6,337,14,74,0,27,854,15,15,0,0,16,Staten Island,61719
10314,10314 - Castleton Corners/New Springvill,40438,43117,64411,3703,73,11669,157,1660,72132,11423,2407,2,0,0,0,3293,1396,0,0,2,1689,0,120,0,0,0,1494,745,104,14,184,0,87,132,1640,6394,497,439,35,52,85,88,16,32,15,103,19,88,500,229,0,286,0,82,0,317,232,0,274,1881,4882,4467,5142,2793,1891,1083,1098,3040,5583,5250,4835,5260,6241,6488,5678,2511,3383,2040,2924,3056,2322,1529,2059,10314,0,0,0,0,0,0,0,2,3,4,6,6,15,13,29,34,35,34,49,85,0,0,0,0,0,0,0,0,0,0,4,4,8,15,22,20,32,36,53,184,10314,12445,6308,104,21,9,11,2,63,4,0,3,95,6,2,1,9,3,0,153,5,26,39,0,44,3,127,9,71,67,125,3,19,530,29,29,0,0,17,Staten Island,83555
10451,10451 - Melrose,21801,25433,5243,17288,259,1099,40,21479,18375,28858,442,163,0,0,0,218,34,0,0,30,60,0,0,0,0,0,26,0,23,0,31,0,13,61,3758,9996,257,10648,162,107,975,138,246,199,14,45,0,10,218,1139,0,93,0,113,0,35,96,0,610,1826,3394,3724,3439,2137,1604,893,689,2196,3802,3439,3046,2737,3307,2841,2486,936,1360,669,966,1335,921,585,727,10451,0,0,0,0,0,2,0,3,5,4,4,7,13,12,17,15,16,16,14,17,2,0,0,0,0,0,0,2,0,0,3,6,9,7,9,14,16,17,24,43,10451,48,67,194,16,94,0,86,61,17,3,22,105,2,1,3,0,1,1,64,0,3,33,2,29,0,43,2,20,10,71,4,26,137,28,9,26,16,17,Bronx,47233
10452,10452 - Highbridge,34888,41237,8450,24263,159,770,25,39521,24374,51751,232,306,0,0,0,115,0,0,0,0,49,0,0,0,0,0,3,0,19,0,16,0,31,0,6208,10268,469,29740,13,114,886,106,101,593,0,24,0,0,495,1224,9,230,0,40,39,93,33,17,1048,2936,6032,6362,6233,3782,2175,1264,1476,3989,5798,5928,4726,5379,5086,4908,4178,1510,1529,931,926,1866,894,642,508,10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10452,74,224,188,24,216,1,219,14,2,0,2,143,2,1,7,1,0,0,96,0,0,12,0,32,5,7,5,54,3,28,0,8,118,21,7,0,24,14,Bronx,76122
10453,10453 - Morris Heights,36101,43729,8443,25283,593,1282,52,42173,24675,55154,309,426,0,0,0,81,191,0,0,0,4,0,0,0,0,0,29,0,0,17,6,0,187,32,3710,12300,392,33552,11,59,1278,19,150,405,0,0,18,103,201,1365,0,197,0,167,0,74,35,58,1061,2005,6368,6321,6021,3775,2561,1779,1579,4447,6909,5954,4947,4789,5056,5676,4489,1270,1784,1158,1386,1623,1027,504,408,10453,4,0,0,0,0,0,4,4,3,5,8,14,15,24,24,22,11,8,14,12,2,0,0,0,0,2,2,2,0,4,4,11,10,19,15,15,19,21,15,34,10453,161,691,249,54,222,15,235,10,0,0,2,85,0,1,4,2,0,0,93,0,0,12,0,27,7,14,8,43,3,36,0,4,66,29,6,2,16,7,Bronx,79831
10454,10454 - Mott Haven/Port Morris,18822,20124,6029,11360,340,278,0,19900,11050,27897,70,0,0,36,0,134,4,0,0,12,11,0,0,0,11,0,0,0,0,0,0,0,0,0,5327,12260,293,6074,0,665,1364,58,40,387,3,25,0,0,30,901,0,93,0,61,2,25,0,26,263,1039,3314,3254,3585,1955,1454,1048,740,2071,2911,2879,3113,2074,2372,2083,1644,570,650,401,404,959,698,500,268,10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10454,218,360,143,14,198,7,73,96,28,3,55,127,1,1,2,0,1,0,46,1,0,19,1,32,4,15,3,24,3,53,5,26,91,17,4,27,3,36,Bronx,38947
